"_id",author,helpful_num,rating,reply,review
"028910ae098e463b7980c18c2ffce28aLynnae SchlonegerMay 21, 2019109","Lynnae SchlonegerMay 21, 2019",140,2,None," normally I enjoy this game but honestly for the past few months it has gotten to where I dont win and what little I do I lose almost immediately. its difficult to win the dashes or to even play the quests without coins and I know I dont spend a lot of money for coins but I do buy what I can afford t...Full Reviewnormally I enjoy this game but honestly for the past few months it has gotten to where I dont win and what little I do I lose almost immediately. its difficult to win the dashes or to even play the quests without coins and I know I dont spend a lot of money for coins but I do buy what I can afford to but buying does not bring luck i can vouch for that. get rid of the clans go back to heroes least I was getting coins FREE to be able to play more"
"0295a646375224c2f536337a20840318Rex ThomasApril 26, 20191054","Rex ThomasApril 26, 2019",10,5,None," Win or lose it all remains the same love to play can't seem to beat it though"
"0295a646375224c2f536337a20840318Rex ThomasApril 26, 20191056","Rex ThomasApril 26, 2019",10,5,None," Win or lose it all remains the same love to play can't seem to beat it though"
"02981ade1c3338a7a7a9abe079eec9aaA Google userMay 20, 20191187","A Google userMay 20, 2019",9,5,None," loads of fun. slotto cards add a fun element new games regularly. quests are the best. 😀"
"02981ade1c3338a7a7a9abe079eec9aaA Google userMay 20, 2019371","A Google userMay 20, 2019",9,5,None," loads of fun. slotto cards add a fun element new games regularly. quests are the best. 😀"
"02a9eeda3eb5309a0e7589fee715520eBaby WilsonMay 17, 2019453","Baby WilsonMay 17, 2019",0,1,None," please tell me on this ""free"" game, why am i paying for duplicate cards several times? There is NOTHING FREE about thus app period. pretty upsetting........."
"02a9eeda3eb5309a0e7589fee715520eBaby WilsonMay 17, 2019459","Baby WilsonMay 17, 2019",0,1,None," please tell me on this ""free"" game, why am i paying for duplicate cards several times? There is NOTHING FREE about thus app period. pretty upsetting........."
"02db975c67eedcd8b65ee402ae47366fJerry GonzalesApril 29, 2019820","Jerry GonzalesApril 29, 2019",0,1,None," has anyone else notice any ptoblems with theyre phone storage and the way theyre phone runs in general? becus it seem like everytime i download this game my phone starts to run slow."
"03121a8e31f179c71767f6def5cd24ffJack JamesApril 17, 20191405","Jack JamesApril 17, 2019",0,5,None," I hate this game. it makes me want to smash my phone to bits.. it constantly takes away money but never pays out.. just humour me for once Slotomania let me win from time to time.. after all i am playing a game for enjoyment not frustration.."
"03121a8e31f179c71767f6def5cd24ffJack JamesApril 17, 20191468","Jack JamesApril 17, 2019",0,5,None," I hate this game. it makes me want to smash my phone to bits.. it constantly takes away money but never pays out.. just humour me for once Slotomania let me win from time to time.. after all i am playing a game for enjoyment not frustration.."
"03121a8e31f179c71767f6def5cd24ffJack JamesApril 17, 20191479","Jack JamesApril 17, 2019",0,5,None," I hate this game. it makes me want to smash my phone to bits.. it constantly takes away money but never pays out.. just humour me for once Slotomania let me win from time to time.. after all i am playing a game for enjoyment not frustration.."
"03121a8e31f179c71767f6def5cd24ffJack JamesApril 17, 20191585","Jack JamesApril 17, 2019",0,5,None," I hate this game. it makes me want to smash my phone to bits.. it constantly takes away money but never pays out.. just humour me for once Slotomania let me win from time to time.. after all i am playing a game for enjoyment not frustration.."
"03121a8e31f179c71767f6def5cd24ffJack JamesApril 17, 20191636","Jack JamesApril 17, 2019",0,5,None," I hate this game. it makes me want to smash my phone to bits.. it constantly takes away money but never pays out.. just humour me for once Slotomania let me win from time to time.. after all i am playing a game for enjoyment not frustration.."
"0352467469c30a8a6a6199ee50090d88Lulu DelMay 1, 2019103","Lulu DelMay 1, 2019",6,1,None," total rip off!! I've spent over $1,000 on this game and I'm ashamed to admit that, but it was in small amounts I never realized how much it was adding up to. the problem is that even when one spends money on this game it doesn't increase any type of winnings in fact I think that they make you win le...Full Reviewtotal rip off!! I've spent over $1,000 on this game and I'm ashamed to admit that, but it was in small amounts I never realized how much it was adding up to. the problem is that even when one spends money on this game it doesn't increase any type of winnings in fact I think that they make you win less often so that you keep spending money. Well I'm never spending another Penny on this game"
"035bb5294b99d8bb9d28fac3aca80b10A Google userMay 14, 2019639","A Google userMay 14, 2019",3,3,None," too much pop up for buying coins. seems like when I get ahead on my coin count for awhile the bottom falls out and I lose everything!"
"035bb5294b99d8bb9d28fac3aca80b10A Google userMay 14, 2019640","A Google userMay 14, 2019",3,3,None," too much pop up for buying coins. seems like when I get ahead on my coin count for awhile the bottom falls out and I lose everything!"
"035d4df285affcdbdf910a9ff1b1ec79Joe ChristMarch 31, 2019455","Joe ChristMarch 31, 2019",28,3,None," Just like all the other slots, you'll make a bet and 4 out of 100 spins you actually get back more then what you bet and sometimes the returns are big enuff to keep you playing. eventually those stop coming and you'll run out of coins and then they want you to buy."
"035d4df285affcdbdf910a9ff1b1ec79Joe ChristMarch 31, 2019543","Joe ChristMarch 31, 2019",28,3,None," Just like all the other slots, you'll make a bet and 4 out of 100 spins you actually get back more then what you bet and sometimes the returns are big enuff to keep you playing. eventually those stop coming and you'll run out of coins and then they want you to buy."
"035d4df285affcdbdf910a9ff1b1ec79Joe ChristMarch 31, 2019562","Joe ChristMarch 31, 2019",28,3,None," Just like all the other slots, you'll make a bet and 4 out of 100 spins you actually get back more then what you bet and sometimes the returns are big enuff to keep you playing. eventually those stop coming and you'll run out of coins and then they want you to buy."
"035d4df285affcdbdf910a9ff1b1ec79Joe ChristMarch 31, 2019588","Joe ChristMarch 31, 2019",28,3,None," Just like all the other slots, you'll make a bet and 4 out of 100 spins you actually get back more then what you bet and sometimes the returns are big enuff to keep you playing. eventually those stop coming and you'll run out of coins and then they want you to buy."
"035d4df285affcdbdf910a9ff1b1ec79Joe ChristMarch 31, 2019590","Joe ChristMarch 31, 2019",28,3,None," Just like all the other slots, you'll make a bet and 4 out of 100 spins you actually get back more then what you bet and sometimes the returns are big enuff to keep you playing. eventually those stop coming and you'll run out of coins and then they want you to buy."
"03628f00fbe6fc8e60c99068eb8aa8f9J MaudeMay 21, 2019439","J MaudeMay 21, 2019",0,3,None," its fun if you get down on your coins and dont have enough to play sometimes they give you enough t play the minimum...make sure to check Nd make sure you lower your bet amount."
"03628f00fbe6fc8e60c99068eb8aa8f9J MaudeMay 21, 2019528","J MaudeMay 21, 2019",0,3,None," its fun if you get down on your coins and dont have enough to play sometimes they give you enough t play the minimum...make sure to check Nd make sure you lower your bet amount."
"03628f00fbe6fc8e60c99068eb8aa8f9J MaudeMay 21, 2019542","J MaudeMay 21, 2019",0,3,None," its fun if you get down on your coins and dont have enough to play sometimes they give you enough t play the minimum...make sure to check Nd make sure you lower your bet amount."
"0380e869ac0b2f2fc45966b5c5abb49aYanaMarch 8, 20191127","YanaMarch 8, 2019",0,4,None," Love the game, would give all 5's, if I could collect all of my gifts, showing (15)🤔, can't collect any of them😡 can I COLLECT my gifts, please???"
